trial_type,trial_index,time_elapsed,internal_node_id,sona_id,surveys_completed,rt,stimulus,response,section,key_press,age_years,country,primary_language,question_order,gender,education,relationship_status,living_arrangement,screen_time,s1_item01,s1_item02,s1_item03,s1_item04,s1_item05,s1_item06,s1_item07,s1_item08,s1_item09,s1_item10,s1_item11,s1_item12,s1_item13,s1_item14,s1_item15,scored_responses,correct,set,block,trial,set_size,load_condition,phase_type,key_answer,reversal_crit,counter,nrevs
html-keyboard-response,10,147308,0.0-10.0,9121,TRUE,null,<div class='center'><p>Preparing to start the task...</p></div>,,,null,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
html-keyboard-response,11,151955,0.0-11.0,9121,TRUE,4646,"<div class='center'><p>Hello! Before beginning the task, please maximize this window and 
  turn off all notifications on your computer. <br><br>
  This game will require you to focus! Please make sure you're in a quiet environment.
  </p></div><p class=""continue"">[Press SPACE to continue]</p>",,,32,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
html-keyboard-response,12,153326,0.0-12.0,9121,TRUE,1369,"<div class='center'><p>In this experiment, you will see a series of images on the screen.<br><br>
  Please respond to each image by pressing one of the three buttons on the keyboard,
  J, K, or L, with your dominant hand.
  </p></div><p class=""continue"">[Press SPACE to continue]</p>",,,32,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
html-keyboard-response,13,154194,0.0-13.0,9121,TRUE,866,"<div class='center'><p>For each image, there is a button that gives you points. <br><br>
Your goal is to figure out which button makes you win for each image. <br><br>
You will have a couple seconds to respond.<br><br>
Please respond to every image as quickly and accurately as possible.<br><br>
If you do not respond, the trial will be counted as a loss.
</p></div><p class=""continue"">[Press SPACE to continue]</p>",,,32,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
html-keyboard-response,14,155243,0.0-14.0,9121,TRUE,1047,"<div class='center'><p>If you select the correct button, you will gain <span style=""color:green;"">+1</span> point. <br><br>
If you select the incorrect key or do not respond, you will earn <span style=""color:red;"">0</span> points.
</p></div><p class=""continue"">[Press SPACE to continue]</p>",,,32,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
html-keyboard-response,15,155953,0.0-15.0,9121,TRUE,707,"<div class='center'><p>Push the space bar to try this task out with two images. <br><br>
Remember to respond with the J, K, or L keys.
</p></div><p class=""continue"">[Press SPACE to continue]</p>",,,32,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
html-keyboard-response,16,157466,0.0-16.0,9121,TRUE,1511,"<div class='exp'><p>Take some time to identify the images below:</p><table class='center'><tr><td><img class=""disp"" src=""static/img/images4/image1.jpg""></td><td><img class=""disp"" src=""static/img/images4/image2.jpg""></td></table></div><p class=""continue"">[Press SPACE to continue]</p>",,,32,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
html-keyboard-response,17,157969,0.0-17.0,9121,TRUE,null,<div class='exp'><p class='fix center'>+</p></div>,,,null,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
categorize-html,18,158926,0.0-18.0,9121,TRUE,453,1,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,FALSE,4,1,1,2,low,practice_static,2,,,
html-keyboard-response,19,159429,0.0-19.0,9121,TRUE,null,<div class='exp'><p class='fix center'>+</p></div>,,,null,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
categorize-html,20,160412,0.0-20.0,9121,TRUE,479,2,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,TRUE,4,1,2,2,low,practice_static,0,,,
html-keyboard-response,21,160914,0.0-21.0,9121,TRUE,null,<div class='exp'><p class='fix center'>+</p></div>,,,null,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
categorize-html,22,161917,0.0-22.0,9121,TRUE,499,2,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,TRUE,4,1,3,2,low,practice_static,0,,,
html-keyboard-response,23,162420,0.0-23.0,9121,TRUE,null,<div class='exp'><p class='fix center'>+</p></div>,,,null,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
categorize-html,24,163298,0.0-24.0,9121,TRUE,375,1,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,FALSE,4,1,4,2,low,practice_static,2,,,
html-keyboard-response,25,163800,0.0-25.0,9121,TRUE,null,<div class='exp'><p class='fix center'>+</p></div>,,,null,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
categorize-html,26,164798,0.0-26.0,9121,TRUE,494,2,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,TRUE,4,1,5,2,low,practice_static,0,,,
html-keyboard-response,27,165301,0.0-27.0,9121,TRUE,null,<div class='exp'><p class='fix center'>+</p></div>,,,null,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
categorize-html,28,166192,0.0-28.0,9121,TRUE,389,1,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,TRUE,4,1,6,2,low,practice_static,2,,,
html-keyboard-response,29,166693,0.0-29.0,9121,TRUE,null,<div class='exp'><p class='fix center'>+</p></div>,,,null,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
categorize-html,30,167557,0.0-30.0,9121,TRUE,361,1,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,TRUE,4,1,7,2,low,practice_static,2,,,
html-keyboard-response,31,168060,0.0-31.0,9121,TRUE,null,<div class='exp'><p class='fix center'>+</p></div>,,,null,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
categorize-html,32,169017,0.0-32.0,9121,TRUE,453,2,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,FALSE,4,1,8,2,low,practice_static,0,,,
html-keyboard-response,33,169519,0.0-33.0,9121,TRUE,null,<div class='exp'><p class='fix center'>+</p></div>,,,null,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
categorize-html,34,170641,0.0-34.0,9121,TRUE,619,2,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,FALSE,4,1,9,2,low,practice_static,0,,,
html-keyboard-response,35,171144,0.0-35.0,9121,TRUE,null,<div class='exp'><p class='fix center'>+</p></div>,,,null,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
categorize-html,36,172131,0.0-36.0,9121,TRUE,483,1,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,TRUE,4,1,10,2,low,practice_static,2,,,
html-keyboard-response,37,172634,0.0-37.0,9121,TRUE,null,<div class='exp'><p class='fix center'>+</p></div>,,,null,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
categorize-html,38,173863,0.0-38.0,9121,TRUE,727,2,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,TRUE,4,1,11,2,low,practice_static,0,,,
html-keyboard-response,39,174366,0.0-39.0,9121,TRUE,null,<div class='exp'><p class='fix center'>+</p></div>,,,null,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
categorize-html,40,175362,0.0-40.0,9121,TRUE,493,1,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,TRUE,4,1,12,2,low,practice_static,2,,,
html-keyboard-response,41,175864,0.0-41.0,9121,TRUE,null,<div class='exp'><p class='fix center'>+</p></div>,,,null,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
categorize-html,42,177447,0.0-42.0,9121,TRUE,1079,1,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,TRUE,4,1,13,2,low,practice_static,2,,,
html-keyboard-response,43,177949,0.0-43.0,9121,TRUE,null,<div class='exp'><p class='fix center'>+</p></div>,,,null,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
categorize-html,44,178924,0.0-44.0,9121,TRUE,471,2,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,TRUE,4,1,14,2,low,practice_static,0,,,
html-keyboard-response,45,179426,0.0-45.0,9121,TRUE,null,<div class='exp'><p class='fix center'>+</p></div>,,,null,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
categorize-html,46,180547,0.0-46.0,9121,TRUE,618,1,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,TRUE,4,1,15,2,low,practice_static,2,,,
html-keyboard-response,47,181049,0.0-47.0,9121,TRUE,null,<div class='exp'><p class='fix center'>+</p></div>,,,null,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
categorize-html,48,182337,0.0-48.0,9121,TRUE,785,1,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,TRUE,4,1,16,2,low,practice_static,2,,,
html-keyboard-response,49,182840,0.0-49.0,9121,TRUE,null,<div class='exp'><p class='fix center'>+</p></div>,,,null,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
categorize-html,50,183758,0.0-50.0,9121,TRUE,414,2,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,TRUE,4,1,17,2,low,practice_static,0,,,
html-keyboard-response,51,184260,0.0-51.0,9121,TRUE,null,<div class='exp'><p class='fix center'>+</p></div>,,,null,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
categorize-html,52,185430,0.0-52.0,9121,TRUE,668,2,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,TRUE,4,1,18,2,low,practice_static,0,,,
html-keyboard-response,53,185933,0.0-53.0,9121,TRUE,null,<div class='exp'><p class='fix center'>+</p></div>,,,null,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
categorize-html,54,186928,0.0-54.0,9121,TRUE,492,1,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,TRUE,4,1,19,2,low,practice_static,2,,,
html-keyboard-response,55,187431,0.0-55.0,9121,TRUE,null,<div class='exp'><p class='fix center'>+</p></div>,,,null,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
categorize-html,56,188463,0.0-56.0,9121,TRUE,529,2,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,TRUE,4,1,20,2,low,practice_static,0,,,
html-keyboard-response,57,189506,0.0-57.0,9121,TRUE,1040,"<div class=""center""><p>Remember that every image has ONE correct key.</p>      <br><p>Try out all the keys to find the correct one! Here is another practice round. </p></div>",,,32,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
html-keyboard-response,58,190009,0.0-58.0,9121,TRUE,null,<div class='exp'><p class='fix center'>+</p></div>,,,null,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
categorize-html,59,191584,0.0-59.0,9121,TRUE,1073,4,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,TRUE,4,1,22,2,low,practice_static,1,,,
html-keyboard-response,60,192087,0.0-60.0,9121,TRUE,null,<div class='exp'><p class='fix center'>+</p></div>,,,null,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
categorize-html,61,193051,0.0-61.0,9121,TRUE,461,3,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,TRUE,4,1,23,2,low,practice_static,0,,,
html-keyboard-response,62,193554,0.0-62.0,9121,TRUE,null,<div class='exp'><p class='fix center'>+</p></div>,,,null,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
categorize-html,63,194463,0.0-63.0,9121,TRUE,406,4,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,TRUE,4,1,24,2,low,practice_static,1,,,
html-keyboard-response,64,194966,0.0-64.0,9121,TRUE,null,<div class='exp'><p class='fix center'>+</p></div>,,,null,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
categorize-html,65,196015,0.0-65.0,9121,TRUE,547,4,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,TRUE,4,1,25,2,low,practice_static,1,,,
html-keyboard-response,66,196517,0.0-66.0,9121,TRUE,null,<div class='exp'><p class='fix center'>+</p></div>,,,null,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
categorize-html,67,197602,0.0-67.0,9121,TRUE,581,3,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,TRUE,4,1,26,2,low,practice_static,0,,,
html-keyboard-response,68,198104,0.0-68.0,9121,TRUE,null,<div class='exp'><p class='fix center'>+</p></div>,,,null,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
categorize-html,69,199514,0.0-69.0,9121,TRUE,906,3,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,TRUE,4,1,27,2,low,practice_static,0,,,
html-keyboard-response,70,200016,0.0-70.0,9121,TRUE,null,<div class='exp'><p class='fix center'>+</p></div>,,,null,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
categorize-html,71,201001,0.0-71.0,9121,TRUE,482,4,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,TRUE,4,1,28,2,low,practice_static,1,,,
html-keyboard-response,72,201503,0.0-72.0,9121,TRUE,null,<div class='exp'><p class='fix center'>+</p></div>,,,null,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
categorize-html,73,202427,0.0-73.0,9121,TRUE,421,4,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,TRUE,4,1,29,2,low,practice_static,1,,,
html-keyboard-response,74,202930,0.0-74.0,9121,TRUE,null,<div class='exp'><p class='fix center'>+</p></div>,,,null,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
categorize-html,75,204287,0.0-75.0,9121,TRUE,854,3,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,TRUE,4,1,30,2,low,practice_static,0,,,
html-keyboard-response,76,204790,0.0-76.0,9121,TRUE,null,<div class='exp'><p class='fix center'>+</p></div>,,,null,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
categorize-html,77,206373,0.0-77.0,9121,TRUE,1080,4,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,TRUE,4,1,31,2,low,practice_static,1,,,
html-keyboard-response,78,206876,0.0-78.0,9121,TRUE,null,<div class='exp'><p class='fix center'>+</p></div>,,,null,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
categorize-html,79,208178,0.0-79.0,9121,TRUE,799,3,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,TRUE,4,1,32,2,low,practice_static,0,,,
html-keyboard-response,80,208680,0.0-80.0,9121,TRUE,null,<div class='exp'><p class='fix center'>+</p></div>,,,null,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
categorize-html,81,210259,0.0-81.0,9121,TRUE,1076,3,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,TRUE,4,1,33,2,low,practice_static,0,,,
html-keyboard-response,82,210761,0.0-82.0,9121,TRUE,null,<div class='exp'><p class='fix center'>+</p></div>,,,null,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
categorize-html,83,211775,0.0-83.0,9121,TRUE,512,4,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,TRUE,4,1,34,2,low,practice_static,1,,,
html-keyboard-response,84,212278,0.0-84.0,9121,TRUE,null,<div class='exp'><p class='fix center'>+</p></div>,,,null,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
categorize-html,85,213389,0.0-85.0,9121,TRUE,609,3,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,TRUE,4,1,35,2,low,practice_static,0,,,
html-keyboard-response,86,213892,0.0-86.0,9121,TRUE,null,<div class='exp'><p class='fix center'>+</p></div>,,,null,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
categorize-html,87,214835,0.0-87.0,9121,TRUE,440,4,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,TRUE,4,1,36,2,low,practice_static,1,,,
